Threshold	0.5
wayne_state_university	[0.15654144]
prophet	[0.39027007]
reformed	[0.41539713]
spartan	[0.6733096]
mary_jane	[0.52577239]
relinquish	[0.83346297]
dramatically	[0.11214204]
eager	[0.20485622]
strategies	[0.03066262]
operation_allies	[0.5504356]
aggression	[0.08508636]
200	[0.15260842]
contiguous	[0.43238553]
sector	[0.03431411]
scales	[0.84020398]
crushed	[0.35470909]
amador	[0.1301306]
fairbanks	[0.13163708]
shirlene	[0.16146544]
pow	[0.64912508]
difficult_decisions	[0.6545533]
millions	[0.0597441]
undermined	[0.15834961]
infant	[0.08909055]
triggering	[0.43623366]
pursuant	[0.06954608]
haste	[0.85564115]
payment_program	[0.20526625]
superstar	[0.52773618]
diversion	[0.32035131]
narcan	[0.59411062]
defense_funding	[0.54959367]
without	[0.09063985]
reid	[0.10055604]
sanford	[0.33070288]
liquefied_natural_gas	[0.28370489]
aml	[0.4517204]
early_days	[0.36187675]
orphaned	[0.17319619]
attempt	[0.16635499]
whistleblower	[0.18794977]
world_wars	[0.65809258]
lieutenant	[0.08890031]
confirms	[0.16930421]
chipping	[0.70383882]
flowers	[0.34365307]
nord_stream	[0.33877883]
trucking_industry	[0.09464189]
forget	[0.37575872]
118th	[0.56584368]
tooth_and_nail	[0.91453164]
seriousness	[0.56080877]
279	[0.53972011]
newport	[0.6744515]
disrespect	[0.27218225]
excuse	[0.43959895]
any	[0.09300111]
reforming	[0.46682318]
poorest	[0.18304348]
americorps	[0.5978307]
mifepristone	[0.39417581]
conrad	[0.39889333]
2023_climate_crisis_champion	[0.28602667]
freddie	[0.09688265]
hawadle	[0.28508357]
envelope	[0.48422915]
air_traffic_controller	[0.50351092]
priced	[0.35622344]
defense_secretary	[0.60683]
prematurely	[0.32376493]
baton_rouge	[0.45323879]
disarmament	[0.51795673]
install	[0.31003725]
brought	[0.05290248]
barring	[0.29546062]
stayed	[0.11602034]
tom_conway	[0.69786367]
furthered	[0.1064783]
case_management	[0.16786561]
salute	[0.10071102]
mullin	[0.15217189]
ceasefire	[0.43589859]
sinking	[0.54592278]
diaz	[0.23248803]
shutting	[0.21621764]
extort	[0.62239634]
wholly	[0.2318693]
impoverished	[0.22441675]
traditionally	[0.22598664]
midshipman	[0.25356791]
abusive	[0.13970081]
mba	[0.10107234]
motor_vehicle	[0.22575649]
interdict	[0.48572826]
notified	[0.07666348]
liberty_university	[0.45293691]
lift	[0.08990831]
successfully	[0.11950443]
separate	[0.13768947]
episode	[0.70477205]
allegation	[0.5497971]
powerful_message	[0.54283482]
contending	[0.48999443]
knocked	[0.36856108]
commitments	[0.10752834]
bust	[0.36193621]
anticipating	[0.33257199]
sharon	[0.13415314]
colombian	[0.42557611]
prepare	[0.08132411]
resolution_condemning	[0.33943443]
polio	[0.6083601]
ady	[0.80080486]
preservation	[0.01644374]
century	[0.14542604]
juneteenth	[0.27612269]
rmp	[0.0619928]
clue	[0.94951944]
forming	[0.13804057]
migratory_birds	[0.22028102]
regulatory_actions	[0.22067508]
federal	[0.02811774]
languish	[0.47599182]
attachment	[0.67255782]
ruthless	[0.50483475]
abc	[0.11211444]
employers	[0.11588641]
millions_of_american_families	[0.60264177]
adviser	[0.05124517]
admitted	[0.16402093]
wine_grapes	[0.0917488]
owens	[0.08790988]
pitcher	[0.24166434]
superiority	[0.37059351]
natalie	[0.09808935]
article_iii	[0.53870527]
retirement	[0.02880468]
standpoint	[0.39463968]
microloan	[0.07348956]
wounded_knee	[0.60580098]
greene	[0.19424824]
moral	[0.26551233]
cnmi	[0.25481746]
reinstates	[0.43723467]
research	[0.00610422]
rammed	[0.75773488]
julie	[0.05798159]
excelling	[0.20951939]
nuclear_power	[0.16999004]
migratory_bird	[0.07040165]
screen	[0.46220202]
trailblazer	[0.10961136]
prabhakar	[0.62502495]
officer	[0.05490433]
opining	[0.8631729]
malcolm	[0.28753647]
rocked	[0.71888106]
veterans_and_military_families	[0.41109272]
uyghurs	[0.11471216]
appalled	[0.32173068]
invoke	[0.66550923]
unwind	[0.53439424]
uniquely_american	[0.64100013]
decisive_action	[0.24951732]
chart	[0.21847881]
western_pennsylvania	[0.61543496]
stated_goal	[0.17777219]
choking	[0.39050394]
motion_to_recommit	[0.11327299]
did	[0.19889255]
prevention_act	[0.09004097]
refill	[0.21533432]
inside	[0.08782417]
because	[0.08314828]
erode	[0.12161181]
canceled	[0.133598]
dallas	[0.08442264]
continues	[0.01342625]
national_association	[0.01232076]
students_succeed	[0.63992097]
environmental_and_public_health	[0.38325911]
big_business	[0.58319555]
footage	[0.43559364]
grates	[0.63307329]
stories	[0.12082303]
command_and_control	[0.21699728]
improving_access	[0.14753392]
294	[0.41445288]
depending	[0.27295903]
unspent_covid_funds	[0.78075965]
deterrence	[0.1354702]
helsinki	[0.12019121]
mastered	[0.59589646]
program_manager	[0.05933558]
start_thinking	[0.92665324]
overwhelmed	[0.39905241]
kill	[0.11345296]
survives	[0.67048535]
spending_bills	[0.57655725]
nominee	[0.10082797]
diplomatic_corps	[0.51150713]
reduce_exacerbated_inflation_negatively_impacting	[0.27875681]
adam_schiff	[0.22423656]
affiliates	[0.33077181]
es	[0.29991854]
hollywood	[0.15860298]
dispense	[0.48016308]
volunteered	[0.12160062]
social_change	[0.3973479]
genetics	[0.17156404]
usaid	[0.06846254]
dodd	[0.18838207]
elected	[0.24252541]
pouring	[0.23603381]
concession	[0.23782575]
el	[0.36453614]
perpetuity	[0.38459978]
humble_beginnings	[0.12283577]
occupying	[0.40450357]
leveled	[0.46365752]
platinum	[0.09111733]
spirituality	[0.46691522]
miraculously	[0.66607517]
circle	[0.21769203]
math	[0.14499639]
head_coach	[0.10627648]
miss_arkansas	[0.59861319]
relevance	[0.40845169]
magnitsky_sanctions	[0.71030165]
unanimously	[0.18461048]
helping_ukraine	[0.6590856]
exceeds	[0.13712642]
cantwell	[0.50751932]
200th_anniversary	[0.20540092]
promoting	[0.01319805]
ranch	[0.00684932]
pull	[0.2341643]
pierce	[0.21516798]
airway	[0.1101346]
coincidence	[0.80159617]
shine	[0.07059827]
barrier	[0.11269544]
yearning	[0.51869531]
nephews	[0.52932909]
conspicuous_gallantry_and_intrepidity	[0.44926722]
exemplary	[0.04271505]
fy24	[0.05281455]
amo	[0.57230537]
middendorf	[0.31424115]
uil	[0.30614539]
merrick_garland	[0.7957472]
depths	[0.25319196]
represented	[0.17961134]
cloak	[0.89652647]
outdoor_activities	[0.17475416]
california_aqueduct	[0.33946249]
sheridan	[0.10876797]
presiding	[0.20213796]
alvin_benn	[0.24769028]
mischief	[0.45615668]
deteriorating	[0.19792147]
social_services	[0.15701269]
stop_wasting	[0.88508569]
wilson_of_south_carolina_led	[0.30831734]
redouble	[0.525021]
continued_success	[0.07156381]
screwed	[0.67984691]
great_pride	[0.28104845]
border_czar	[0.81206902]
refueling	[0.47702499]
critical_juncture	[0.54892747]
mcdaniel	[0.17471603]
specializes	[0.08095557]
united_nations	[0.07541757]
tenney	[0.07773092]
introduction	[0.03052087]
legal_counsel	[0.56499177]
reassigned	[0.39813588]
clark_county	[0.25880671]
foolishly	[0.61446271]
moms_and_dads	[0.45789291]
headquarters	[0.05165241]
radioactive_waste	[0.52082946]
fortunes	[0.70906282]
surprise	[0.26147662]
dennis	[0.1246374]
sued	[0.19031482]
bragg	[0.82747191]
jobs_overseas	[0.85632264]
market_share	[0.46492724]
submitted	[0.05874013]
weapon	[0.09861022]
becoming	[0.06334485]
streamlined	[0.26515153]
lethal_drugs	[0.62181637]
shrink	[0.13212881]
religion	[0.1151278]
gi_bill	[0.29440082]
half_million	[0.29994182]
applications	[0.07152552]
trails	[0.1400159]
snap	[0.08771744]
cheerleading	[0.38887017]
gerry	[0.31093598]
intense	[0.11079868]
board_chair	[0.1256355]
cheered	[0.387685]
moldova	[0.2462745]
foresight	[0.2166251]
teaching_career	[0.33970263]
sexual_exploitation	[0.36673287]
list	[0.02687887]
remarks_and_to_include_extraneous_material	[0.33512992]
tweeted	[0.14592116]
interested	[0.5503262]
barry_goldwater	[0.45729927]
exceeding	[0.32133589]
siv	[0.47970222]
ies	[0.11711631]
losses	[0.05474663]
nutritional	[0.05828451]
bipartisan_effort	[0.26623929]
pronounce	[0.67552208]
manual	[0.21733416]
lack_of_affordable_housing	[0.52688268]
caseload	[0.3238626]
journalist	[0.13952406]
wider	[0.09242179]
pemberton	[0.28229883]
international	[0.01513727]
negotiated	[0.39516367]
battalion	[0.13803796]
identifies	[0.10756447]
gallons	[0.19016088]
embraces	[0.45757047]
gamesmanship	[0.7546488]
floral	[0.15506191]
innovation	[0.01381328]
shreveport	[0.47799542]
localities	[0.40855278]
royalty_rate	[0.29103681]
volunteer_state	[0.76603947]
mentored	[0.2831905]
darien	[0.45260855]
parents_deserve	[0.298078]
senior_chief	[0.14610174]
electronic	[0.148337]
deepest_sympathies	[0.28339689]
suited	[0.39044272]
various	[0.03305394]
gunnery_sergeant	[0.24335443]
undertaking	[0.44527961]
shaw	[0.13527159]
scranton	[0.17896403]
dwell	[0.81074182]
innovative_approach	[0.16146052]
ordinary	[0.56550171]
partners	[0.02737122]
fix	[0.36977995]
overly	[0.24818735]
buys	[0.22556863]
lens	[0.25698421]
catching	[0.36729472]
promote_transparency	[0.36449151]
enters	[0.18864311]
subsidiaries	[0.07303954]
assassinated	[0.74925563]
middlemen	[0.31301456]
dinner	[0.16186317]
unaffordable	[0.36913035]
concludes	[0.3087914]
informed_decisions	[0.19811387]
interact	[0.2400481]
answering	[0.45841643]
prolonging	[0.58827114]
patterson	[0.30338426]
propulsion	[0.12502582]
nelson	[0.04215785]
farmers	[0.00452644]
fec	[0.28465697]
alamo	[0.31108022]
positions	[0.10829494]
leahy	[0.72455798]
positively	[0.10620405]
rescue_mission	[0.68129507]
sides	[0.29084118]
fernando_valenzuela	[0.20783557]
relying	[0.11528977]
intersection	[0.40399134]
indian_health_service	[0.12828772]
steal	[0.09187551]
bodily	[0.63081904]
shelters	[0.29696937]
leigh	[0.23116559]
aircrafts	[0.37608425]
sixth_congressional_district	[0.58380401]
goshen	[0.35736616]
educational_programming	[0.17505822]
elevating	[0.45291955]
selfless	[0.16619153]
violation	[0.07075017]
glass_ceiling	[0.81294863]
currencies	[0.8560855]
waverly	[0.36442563]
returns	[0.11456062]
warmest_congratulations	[0.34742097]
structures	[0.15130184]
perpetuating	[0.20737371]
ramon	[0.45229668]
healthy_environment	[0.24107936]
inequality	[0.38945005]
order	[0.06712327]
capacities	[0.08418041]
appointments	[0.11511333]
402	[0.20521591]
aiden	[0.65937959]
piece_of_legislation	[0.3172711]
drag_on	[0.76114598]
hawkeyes	[0.67958031]
fostered	[0.12434396]
royalty	[0.21275164]
with	[0.0425834]
dia	[0.20992714]
bipartisan_bills	[0.55236852]
brunswick_county	[0.51228421]
okefenokee	[0.06139439]
housed	[0.26795248]
barrel	[0.22786273]
redefine	[0.64253046]
outline	[0.4134731]
battleground	[0.54961735]
competition	[0.0263934]
environmental_reviews	[0.14225421]
wastewater	[0.02470042]
supreme_leader_of_iran	[0.23466868]
negotiate	[0.30353026]
conspiracy_theory	[0.57440929]
sums	[0.13805304]
incoming_class	[0.21437071]
applicability	[0.18824743]
brutal_terrorist	[0.55877845]
holman	[0.48750051]
neuropathy	[0.41678221]
all	[0.06045199]
interesting	[0.23689742]
raked	[0.26890602]
wrote	[0.10807037]
toast	[0.36013074]
128	[0.42473884]
vine	[0.06439255]
malliotakis	[0.062073]
robust	[0.02408831]
conquest	[0.34380981]
impeach	[0.56177553]
controversial	[0.30493961]
publish	[0.13952617]
wilkerson	[0.14630382]
jones_act	[0.30481687]
social_programs	[0.50271529]
allowed	[0.09705618]
snacks	[0.59899994]
deadly	[0.08105515]
poland	[0.17840935]
deplorable	[0.83044396]
sicker	[0.75567042]
reins	[0.25766504]
holmes_county	[0.24376266]
rita	[0.12146944]
watchful	[0.4147447]
representatives_jones_and_pearson	[0.81422345]
burnt	[0.89378223]
distrust	[0.6295572]
christmas_eve	[0.56758769]
expense	[0.07348096]
brutal_attack	[0.61939795]
osceola	[0.11799085]
fighting_force	[0.1291637]
nuclear_waste	[0.40737981]
mcmillan	[0.22721207]
sinema	[0.48508048]
philosophical	[0.80638567]
volunteer_firefighter	[0.09607171]
boycott	[0.45890857]
seek_asylum	[0.78193913]
whitehouse	[0.13985294]
fuentes	[0.62871941]
melendez	[0.41576252]
confrontation	[0.23421872]
pure	[0.23292619]
bicameral	[0.24057426]
taxes	[0.09816718]
leak	[0.14408373]
items	[0.14671521]
final_version	[0.64337763]
gym	[0.44193679]
district_attorney	[0.29326713]
reich	[0.10698373]
problem_solvers_caucus	[0.68462299]
caribbean_american_heritage_month	[0.29194569]
gift	[0.11712467]
503	[0.55264757]
stemming	[0.17333476]
cross_country	[0.16566358]
mike_claire	[0.15233909]
example	[0.06000781]
cartels	[0.18251128]
circular	[0.58752541]
incredible	[0.08353223]
coordinates	[0.22962342]
allocate	[0.07631233]
relief	[0.03601267]
electricity_generation	[0.17084335]
owned_and_operated	[0.09227103]
ndo_fairness_act	[0.81701942]
handler	[0.47998253]
renewal	[0.11086117]
collar	[0.30301166]
toll	[0.14764976]
bipartisan_negotiations	[0.6756028]
grueling	[0.53462291]
master_sergeant	[0.10617941]
dingman	[0.38114119]
incorporation	[0.48668666]
floods	[0.18851484]
clowns	[0.94355249]
spirit	[0.04206639]
immigration_policy	[0.48380372]
owners_and_operators	[0.13878162]
handy	[0.68537989]
correctional	[0.09949215]
68	[0.14297089]
credits	[0.048525]
stalwart	[0.31247236]
significant_strides	[0.30416111]
animal	[0.01291487]
brush	[0.47245174]
honey	[0.40702473]
caves	[0.56158801]
takes	[0.14965996]
baby	[0.23173093]
experiences	[0.09668979]
steffensmeier	[0.26274207]
complying	[0.44276982]
preaching	[0.46812201]
smalltown	[0.47458061]
woodland	[0.09085498]
smugglers	[0.39118202]
working_poor	[0.82803156]
derivative	[0.43002483]
highest_rate	[0.44829375]
dinner_table	[0.81168149]
kato	[0.32734937]
oppressor	[0.46275567]
4366	[0.05570269]
nonsense	[0.56496428]
transportation_and_infrastructure	[0.21121585]
dispute	[0.26546233]
refer	[0.20011126]
supremacists	[0.49946822]
piloted	[0.44944016]
horowitz	[0.29614121]
academies	[0.49763206]
resolution_of_disapproval	[0.44143701]
aid	[0.03767089]
simpler	[0.35143623]
normalization	[0.26691262]
desecrated	[0.42627321]
18	[0.04576421]
militants	[0.31630111]
indiana	[0.04841123]
grandchild	[0.4711178]
midshipmen	[0.41432209]
vietnam_veterans_of_america	[0.18184266]
subsidizes	[0.23370271]
nonemergency	[0.21616528]
reaffirms	[0.11373519]
share_information	[0.51036273]
appropriations_process	[0.16591976]
mae	[0.13050241]
numerous_organizations	[0.28003668]
margaret	[0.07439473]
dei	[0.16536227]
heads	[0.25917085]
nationalize	[0.27385059]
wendell	[0.4309948]
complicate	[0.40271844]
millions_of_dollars	[0.02358324]
worthy	[0.0614834]
yuma	[0.45243367]
constitutional_rights	[0.58486974]
florida_state	[0.22209068]
cbra	[0.20261251]
extreme_heat	[0.17544568]
death	[0.0409722]
intentional	[0.16297683]
monterey	[0.20918253]
silent	[0.30003826]
stalled	[0.43744098]
wyche	[0.24803968]
litany	[0.17449075]
orderly	[0.21826997]
leavitt	[0.34535939]
disappointing	[0.35353337]
global_emissions	[0.41247696]
permanent_housing	[0.43457127]
brutally_murdered	[0.37255101]
misnomer	[0.84195748]
pursuant_to_public_law	[0.17582835]
discretion	[0.36422505]
jerry	[0.04493165]
herman	[0.12192111]
lifelong	[0.03551733]
life_support	[0.54783545]
directly_affect	[0.12389136]
undersigned	[0.05033582]
floyd	[0.26188305]
banned	[0.09554605]
power_grid	[0.11174207]
bear_arms	[0.4114913]
mississippi_river	[0.10548668]
civilized	[0.52984814]
origins	[0.16595075]
pena	[0.29810013]
enterprises	[0.12261799]
debilitating	[0.17615939]
major_general	[0.04524054]
prejudice	[0.18012855]
rise	[0.04449903]
dock	[0.0440666]
controllers	[0.42235389]
rowland	[0.21983053]
finalizing	[0.08572562]
world	[0.0442631]
directly_responsible	[0.20798523]
safeguarding	[0.10805207]
effective_treatments	[0.71153229]
put	[0.09611847]
pro	[0.3093592]
dairy	[0.00840255]
corporate_welfare	[0.37517431]
raced	[0.62575]
uncover	[0.21620643]
senior	[0.03736271]
sanger	[0.23497551]
kansans	[0.34598687]
watchdog	[0.28008351]
supporting_israel	[0.67854272]
nasty	[0.8463033]
ignoring	[0.20059508]
fong	[0.66751445]
adequately	[0.19157869]
ratio	[0.24519826]
precarious	[0.34236422]
special_forces	[0.28071291]
taxpayer_funds	[0.22062621]
65	[0.08324681]
lockdowns	[0.23485863]
particularly	[0.05355843]
personal_experiences	[0.73750133]
comply	[0.13222631]
national_monument	[0.06331631]
caraveo	[0.08204151]
illinois	[0.05145731]
slightly	[0.72562988]
tuning	[0.62564837]
lgbtq	[0.09958631]
national_strategy	[0.15514586]
unethical	[0.67053355]
property_tax	[0.44373746]
valid	[0.52846831]
congressional_districts	[0.61646726]
aptly	[0.39622555]
chocolates	[0.18117125]
cared	[0.29068672]
guaranteed	[0.41997811]
hesitate	[0.68254627]
museum	[0.03722441]
kolbe	[0.44176933]
impacted	[0.05469328]
learns	[0.42902471]
impending	[0.63857027]
underfunding	[0.1172239]
firing	[0.34784098]
airline	[0.12112486]
larson	[0.31114746]
outgoing	[0.07147073]
agreements	[0.10757819]
personal_explanation	[0.32634529]
brennan	[0.11514517]
consensus	[0.26792719]
media	[0.06183083]
good_conduct_medal	[0.44737214]
subject_matter	[0.23198551]
disposal	[0.10556192]
easterly	[0.09481688]
owners	[0.02427972]
lamar	[0.06581872]
roads_and_bridges	[0.43155337]
meat_processing	[0.2434388]
philanthropist	[0.10829614]
program_executive	[0.35944904]
endangered_species	[0.0485958]
phyllis	[0.07831857]
foolishness	[0.79343438]
pantry	[0.10003876]
reliably	[0.29635772]
emergency_services	[0.08163292]
jackson_lee_amendment_16	[0.15503043]
loan_payments	[0.85314669]
anew	[0.87399513]
mendez	[0.04115685]
real_progress	[0.6871708]
good	[0.07541324]
solar_power	[0.6978601]
eroded	[0.26223682]
1967	[0.13422365]
blood_pressure	[0.79337378]
amarillo	[0.46016334]
passenger	[0.11947092]
renovate	[0.16677421]
acknowledges	[0.06999494]
aspire	[0.45276869]
chc	[0.48682494]
moorhead	[0.22229117]
cosponsored	[0.31161428]
buyers	[0.24318147]
this_scholarship_rightly_recognizes	[0.12135414]
president_biden	[0.92223583]
exclusively	[0.36498867]
finding_ways	[0.35751131]
cooking	[0.06518294]
helped_organize	[0.18337428]
boem	[0.11870027]
young_girls	[0.23963123]
coaching	[0.10286589]
strategist	[0.36953186]
protests	[0.20158775]
jam	[0.49029345]
cofounded	[0.04344797]
international_development	[0.15704017]
challenged	[0.27576715]
soft	[0.28549451]
carrier	[0.08681839]
1915	[0.42780968]
place	[0.11398339]
colorado_state	[0.06359972]
allocated	[0.12128781]
balloon	[0.16957052]
hazardous_fuels	[0.29182999]
real_crisis	[0.91788103]
prediction	[0.17386455]
practice	[0.07679124]
planted	[0.1102605]
grape	[0.02822411]
mantra	[0.49431916]
drunk	[0.66067763]
laws_governing	[0.39970614]
developmental_disabilities	[0.32525731]
unintended_consequences	[0.46457022]
stormed	[0.61755702]
ramping	[0.37937258]
bangladesh	[0.28615652]
association_health_plans	[0.18956325]
national_medal_of_honor	[0.06307329]
beijing	[0.2176743]
jada	[0.26649972]
faithfully_execute	[0.59260867]
frustrating	[0.58723863]
bigot	[0.75197489]
remind	[0.33422509]
presidential_election	[0.55536082]
abrams_tanks	[0.35812154]
lucky	[0.3987555]
lifelines	[0.41623225]
installed	[0.19792768]
khanna	[0.38047021]
symbolizes	[0.62266743]
being	[0.05314041]
saturday_morning	[0.49585452]
rotten	[0.42447514]
bryant	[0.20818196]
pride_and_joy	[0.36499887]
outrage	[0.58597226]
patriotic	[0.39894411]
unaccounted	[0.66771494]
program_coordinator	[0.13196062]
national_institutes_of_health	[0.05332746]
amherst	[0.05555627]
generally	[0.26581181]
innocent	[0.24451183]
thefts	[0.46770026]
louder	[0.9126812]
additives	[0.14121917]
buffett	[0.81031669]
cancel	[0.10098571]
inefficiencies	[0.20451968]
exempted	[0.37202576]
